nom,region,departement,sous_prefecture,latitude,longitude,population
"Bassouleymanetogona","","","","9.3785172","-4.774847",""
"Mapina","","","","9.4298209","-4.3902612",""
"Logota","","","","9.4374201","-4.3882871",""
"Kongolo Sobara","","","","9.1213768","-4.4949317",""
"Fassélémou","","","","9.2918329","-4.5618099",""
"Natiemboro","","","","8.8501109","-5.6175113",""
"Tionrikaha","","","","9.1262179","-5.6422627",""
"Dalangbo","","","","9.06454","-5.6141102",""
"Souhouo","","","","10.1100776","-6.1037099",""
"Katogo","","","","10.1735503","-6.0810292",""
"Katogo","","","","10.1481628","-6.1292553",""
"Blagbokaha","","","","9.3776174","-5.5746174",""
"Gnéguidiokaha","","","","9.4370496","-5.4416871",""
"Djatoukaha","","","","9.4408227","-5.5571723",""
"Nambonikaha","","","","9.550223","-5.4774356",""
"Toulékaha","","","","9.4506705","-5.4979921",""
"Nampéli","","","","9.6551798","-3.4332063",""
"Yalinko","","","","9.6634492","-3.4216929",""
"Kelbydouo","","","","9.6293704","-3.4276713",""
"Natibi","","","","9.685705","-3.4086233",""
"Lantaga 2","","","","9.691487","-3.437229",""
"Senodouo","","","","9.6795055","-3.3420896",""
"Dro 2","","","","9.6726534","-3.396323",""
"Noukowiri","","","","9.6914235","-3.3474998",""
"Lantaga 1","","","","9.7017431","-3.4383204",""
"Bielpene dogbe","","","","9.7162326","-3.3329216",""
"Polytedouo","","","","9.6357969","-3.4365327",""
"Guidredogbe","","","","9.7096495","-3.3441143",""
"Djilmitedouo","","","","9.6776702","-3.3523977",""
"Dro 2","","","","9.6652833","-3.3871018",""
"Kponkolou","","","","9.6146488","-3.3620378",""
"Konangnardouo","","","","9.5728491","-3.4538158",""
"Yaledouo","","","","9.6024365","-3.373416",""
"Ansroupê","","","","9.5386937","-3.4326948",""
"Djorkpere 2","","","","9.5692997","-3.4234558",""
"Hionodouo","","","","9.5724243","-3.4368695",""
"Fangadouo","","","","9.5648396","-3.3949878",""
"Tchassonedouo","","","","9.5883896","-3.4183233",""
"Djenetedouo (Mite)","","","","9.5843427","-3.4386991",""
"Fildjitedouo","","","","9.6024043","-3.4208875",""
"Kedaredouo","","","","9.5890961","-3.4702224",""
"Kimaridouo","","","","9.5602858","-3.451653",""
"Kouniredouo","","","","9.582111","-3.4511259",""
"Letango","","","","9.5780449","-3.3804227",""
"Sepidouo","","","","9.2971094","-3.103878",""
"Gorodouo","","","","9.5751939","-3.376193",""
"Norfadouo","","","","9.5375657","-3.3316654",""
"Djegueridouo","","","","9.4951253","-3.3719878",""
"Kpola 2","","","","9.477481","-3.3092586",""
"Diperdouo","","","","9.5432184","-3.3620898",""
"Karamperedouo","","","","9.4868257","-3.3579909",""
"N'temira","","","","9.2879901","-3.0622369",""
"Djorkperedouo","","","","9.5952175","-3.4076256",""
"Norkpadouo","","","","9.5845916","-3.3875031",""
"Garanko","","","","9.5608618","-3.3713469",""
"Guelta 2","","","","9.5293345","-3.3609615",""
"Timpira","","","","9.5185543","-3.3742909",""
"Tcharidouo","","","","9.5372845","-3.4021531",""
"Sikparedouo","","","","9.5160705","-3.3668668",""
"Soba","","","","9.4596229","-3.294617",""
"Bognandouo","","","","9.5353261","-3.3911668",""
"Hébérédouo","","","","9.4915833","-3.3096132",""
"Yolongo","","","","9.2975544","-3.0936045",""
"Mabridouo","","","","9.5488325","-3.3517792",""
"Sahiboudouo","","","","9.4600564","-3.3239413",""
"Kouyaladouo","","","","9.4837024","-3.2763748",""
"Kpola 1","","","","9.4683719","-3.3119282",""
"Gourkidouo","","","","9.4184004","-3.3216118",""
"Tchonitedouo","","","","9.548733","-3.3404863",""
"Kergaredouo","","","","9.3990232","-3.3068829",""
"Guessigué 2","","","","5.7270561","-4.2307774",""
"Adaou","","","","5.9006699","-4.2293423",""
"Donaforo","","","","9.5026407","-3.4482532",""
"Nossardouo","","","","9.3887037","-3.2879863",""
"Sorperedouo","","","","9.4071261","-3.313134",""
"Bokouedouo","","","","9.524015","-3.4520129",""
"Noguirdouo","","","","9.4205655","-3.2976543",""
"Kokperenan","","","","9.4592334","-3.373143",""
"Tilkpartedouo","","","","9.5252917","-3.4277605",""
"Tchankouedouo","","","","9.3893811","-3.2667523",""
"Bintimi 1","","","","9.5157379","-3.4582121",""
"Sipetedouo","","","","9.5279297","-3.4475448",""
"Gbanan","","","","9.4745425","-3.433935",""
"Deredouo","","","","9.5207763","-3.4198373",""
"Drovitan","","","","9.4735412","-3.4127921",""
"Bintimi 2","","","","9.5215672","-3.43756",""
"Filhedouo","","","","9.4427734","-3.3144033",""
"Mampère 1","","","","9.5383778","-3.4788214",""
"Sokoura","","","","9.5246346","-3.4699322",""
"Tiobel","","","","9.5820612","-3.6156747",""
"Tinguira","","","","9.5882432","-3.558246",""
"Kouébounou","","","","9.5934207","-3.5296843",""
"Sipetedouo","","","","9.5324316","-3.4480237",""
"Nampere 2","","","","9.5497235","-3.4889747",""
"Dikoye Sétrou","","","","9.636616","-3.5412099",""
"Dikoye-kellô","","","","9.7240672","-3.6926411",""
"Vontchon","","","","9.6284281","-3.6960585",""
"Dabila","","","","9.7004781","-3.743411",""
"Samidana","","","","9.6748077","-3.7003534",""
"Tchobrou","","","","9.6217963","-3.6950002",""
"Tripano","","","","9.610351","-3.6949468",""
"Gbanan yalfou","","","","9.7074482","-3.716332",""
"Katidougou","","","","8.1699898","-4.5253802",""
"Kokpérénaan","","","","9.6365882","-3.3724809",""
"Binandouo","","","","9.8152518","-3.2120204",""
"Fafoudouo","","","","9.7568957","-3.0994964",""
"Koutiana","","","","9.9141098","-3.3747769",""
"Biélini","","","","9.8031628","-3.4318972",""
"Nogatédouo","","","","9.8040509","-3.4427548",""
"Sénandi 2","","","","9.7712967","-3.4455657",""
"Sénandi 1","","","","9.7741515","-3.4526468",""
"Koïbouré","","","","9.7406119","-3.4782458",""
"Ouidiré","","","","9.740485","-3.4689331",""
"Totobi","","","","9.7427267","-3.4615946",""
"Tioboulonao","","","","9.8756377","-3.4228098",""
"Batéfigui","","","","9.8955085","-3.3628035",""
"Yakassé-Akidom","","","","7.8050728","-2.8829456",""
"Amonkobénankro","","","","7.7074406","-2.9894507",""
"Adièmra","","","","7.7160099","-2.9012061",""
"Kassabi","","","","7.7313618","-2.9148102",""
"Bognira","","","","9.5146983","-3.2448775",""
"Nodebdouo","","","","9.5241313","-3.2441533",""
"Mihadouo","","","","9.6097416","-3.1875587",""
"Tohotéhon","","","","9.4377164","-2.8435814",""
"Dakoundouo","","","","9.3741559","-2.9524899",""
"Koulboundouo","","","","8.8949879","-3.1451798",""
"Sinigoro","","","","7.9922363","-6.9951367",""
"Gboklosso","","","","8.0436462","-7.0857094",""
"Lalo","","","","7.9184628","-6.9847942",""
"Silakoro","","","","8.0128209","-6.9545871",""
"Bémasso","","","","7.9397154","-6.6907811",""
"Ojiguibasso","","","","7.8562929","-6.6766566",""
"Manguilo","","","","7.8371512","-6.7066384",""
"Sotiéma","","","","7.8438472","-6.6951156",""
"Gbofraka","","","","7.8448463","-6.7026901",""
"Marhana","","","","7.8716503","-6.3385105",""
"Djiguibala","","","","7.8886118","-6.3731218",""
"Fragbara","","","","7.8258741","-6.5076801",""
"Kramoasso","","","","7.7685378","-6.4491356",""
"Kpokpokouédouo","","","","9.0064464","-2.740826",""
"Biguilaye","","","","9.5921812","-3.8335848",""
"Kointa","","","","9.6122487","-3.7719798",""
"Tiaparga","","","","9.8104416","-3.7899828",""
"Méhidan","","","","9.6959631","-3.5484322",""
"Himarédouo","","","","9.5509715","-3.4773901",""
"Kouissiéra","","","","9.930042","-3.5081743",""
"Tara","","","","9.914905","-3.5434985",""
"Negan","","","","9.9386703","-3.6229563",""
"Siagni","","","","7.7107365","-3.2793332",""
"Adjiéibango","","","","7.9483914","-3.1707332",""
"Sèwè","","","","8.659181","-3.2054812",""
"Tanokouamékro","","","","7.2174788","-3.0812144",""
"Même","","","","7.4689004","-3.1987381",""
"Kokoyakro","","","","7.6876436","-3.4942103",""
"Flinkordouo","","","","9.5077939","-3.3767831",""
"Gangané","","","","9.5684203","-3.5095096",""
"Saédi","","","","9.6224565","-3.4915281",""
"Warago","","","","9.6428606","-3.4764808",""
"Bidigué","","","","9.6398117","-3.4633809",""
"Tchorodouo 1","","","","9.6091492","-3.4636974",""
"Yalliédouo","","","","9.6039129","-3.3898938",""
"Proura","","","","9.8907437","-3.3853977",""
"Takpobira","","","","9.8476853","-3.3804052",""
"Niona","","","","9.8522552","-3.374445",""
"Baltan","","","","9.855956","-3.4190011",""
"Bielfi-Ietchard","","","","9.8480915","-3.4162545",""
"Tientifi","","","","9.813904","-3.4190226",""
"Tchantibi 2","","","","9.8094215","-3.4092808",""
"Sokorolaye","","","","9.7485213","-3.3151675",""
"Kalina","","","","9.763409","-3.3124638",""
"Bourougouroula","","","","9.7668771","-3.2786465",""
"Tonforonan","","","","9.7764564","-3.3032155",""
"Dabonkiro 3","","","","9.7887063","-3.285305",""
"Kinandouo","","","","9.8113191","-3.3080542",""
"Yolontchèra","","","","9.8367066","-3.3210683",""
"Tinkalfll1lon","","","","9.822578","-3.3728483",""
"Toboura 2","","","","9.8268013","-3.3540488",""
"Tchartchara","","","","9.7849887","-3.3300805",""
"Poua","","","","9.7632134","-3.3613926",""
"Maré","","","","9.7388355","-3.4434415",""
"Bielpin","","","","9.7090572","-3.3589841",""
"Inahiré","","","","9.6829143","-3.3716012",""
"Déko","","","","9.7915333","-3.2513524",""
"Nominéré","","","","9.8169064","-3.3108331",""
"Kouroumbira","","","","9.8279854","-3.2685185",""
"Babayondo","","","","9.8397406","-3.2906629",""
"koiton","","","","9.8927605","-3.339243",""
"Wadara","","","","9.8558927","-3.335724",""
"Baguila","","","","9.8440535","-3.3691979",""
"Létcharé","","","","9.810225","-3.3940888",""
"Kountoumbi","","","","9.7628593","-3.4093667",""
"Yolonkora","","","","9.7703029","-3.3443929",""
"Kobilou","","","","9.7897571","-3.2583905",""
"Kakota","","","","9.8182596","-3.2801057",""
"Bingora","","","","9.8133965","-3.2949114",""
"Oulomperdouo","","","","9.6903702","-3.3093846",""
"Kalambourou","","","","9.7144716","-3.3737898",""
"Banié","","","","9.6921787","-3.4028864",""
"Tonguidouo","","","","9.7321948","-3.2158399",""
"Babaldouo","","","","9.7096493","-3.2408381",""
"Babaldouo","","","","9.6833161","-3.1997895",""
"Ponorodouo","","","","9.6741361","-3.1855417",""
"Déko 1","","","","9.6142056","-3.1974936",""
"Gbasséra","","","","9.6556165","-3.2244659",""
"Lintéra","","","","9.6855371","-3.2773161",""
"Tangbadouo","","","","9.5395263","-3.3073998",""
"Wouadaradouo","","","","9.6949284","-3.1274289",""
"Wolidouo","","","","9.7321947","-3.073554",""
"Tchalarédouo","","","","8.8489024","-2.6184261",""
"Kobétédouo","","","","9.4169084","-3.0024326",""
"Mamardouo","","","","9.3689584","-3.0194914",""
"Pélédouo","","","","9.3581502","-3.0002761",""
"Nakirdouo","","","","9.3220023","-2.994681",""
"Danakourdouo","","","","9.2805988","-3.0676961",""
"Assiédouo","","","","9.2821129","-3.0497468",""
"Ankoromi","","","","9.2830447","-3.0432344",""
"Bahintédouo","","","","9.2989798","-2.9074824",""
"Woulirtéon","","","","9.315777","-2.8257072",""
"Topène","","","","9.4450534","-2.9268023",""
"Sipritéon 1","","","","9.4448497","-2.9077077",""
"Kakadouo","","","","9.2499175","-3.0275327",""
"Gniembétédouo","","","","9.2645252","-3.0076951",""
"Vargbo","","","","9.4117221","-2.8246022",""
"Konguidouo","","","","9.3936646","-3.0319369",""
"Sonouhodouo","","","","9.4120396","-3.0260039",""
"Dabio","","","","9.3948713","-3.0554545",""
"Naladouo","","","","9.376887","-3.0072177",""
"Dapidouo","","","","9.3661955","-3.0081189",""
"Loumpèdouo","","","","9.4698203","-3.0377466",""
"Kouédidouo","","","","9.4616345","-3.0376661",""
"Borigandouo 1","","","","9.4388383","-3.0351234",""
"Wabidjidouo","","","","9.3721764","-3.1203747",""
"Tchabieldouo","","","","9.3508987","-3.1489992",""
"Botou","","","","9.3120343","-3.1112337",""
"Noka","","","","9.3548156","-3.0813432",""
"Kergbodouo","","","","9.3828254","-3.1055689",""
"Dinérémoro","","","","9.5307549","-3.1494713",""
"Djanérédouo","","","","9.5295064","-3.1312537",""
"Kelfara","","","","9.4846833","-3.0526114",""
"Wamidouo","","","","9.4707568","-3.0603576",""
"Tchatchardouo","","","","9.4482152","-3.0745411",""
"Nadiodi","","","","9.4802493","-3.1313181",""
"Nakoudouo","","","","9.4988737","-3.0336106",""
"Darga","","","","9.5521168","-3.1695449",""
"Kouémidouo","","","","9.531358","-3.1786859",""
"Biéligninadouo","","","","9.5557881","-3.1822479",""
"Kelmita","","","","9.5856064","-3.1884223",""
"Gnadouo","","","","9.5827447","-3.1735683",""
"Bissamdouo","","","","9.5345428","-3.1088305",""
"Tchitchidouo","","","","9.5417376","-3.1095815",""
"Yonordouo","","","","9.5008313","-3.1179822",""
"Bikoegui","","","","9.5060586","-3.1147957",""
"Kohodio","","","","8.5208013","-2.6066351",""
"Kotio","","","","8.0368997","-3.0108869",""
"Sananga","","","","8.2345326","-2.899983",""
"Kogora","","","","8.2383763","-2.9368258",""
"Djimprédouo","","","","8.6191577","-3.0546177",""
"Gboko-Bidigo","","","","7.906019","-3.0020786",""
"Koboko","","","","7.9620612","-2.9422331",""
"Méty","","","","7.8895895","-2.8016639",""
"Mananzo","","","","7.8216756","-2.8765941",""
"Bananigoro","","","","8.3933013","-7.0155859",""
"Karaba","","","","8.4994631","-6.939497",""
"Kokouna","","","","8.2119151","-5.7758475",""
"Notiéna","","","","8.2134442","-5.7836152",""
"Gouéko","","","","8.1743651","-5.7901919",""
"Korosso","","","","8.371038","-6.0602689",""
"Souanso","","","","8.3246285","-5.9161377",""
"Satama","","","","8.2859214","-5.9589082",""
"Touloukoro","","","","7.8164886","-6.198113",""
"Dantogo","","","","7.8105575","-6.2207079",""
"Pétérikaha","","","","8.8051966","-6.2207347",""
"Babadougou","","","","8.2109063","-5.6757152",""
"Kpalé","","","","8.2988207","-5.7280398",""
"Souasso","","","","8.575144","-6.92276",""
"Toté","","","","8.5840978","-6.8854451",""
"Souafouè-Djahan","","","","7.5893675","-5.372529",""
"Bonda","","","","7.5770735","-5.2282906",""
"Gninlnafolokaha","","","","8.6234061","-5.6452346",""
"Korlokaha","","","","9.1064931","-5.25154",""
"Koulokakaha","","","","9.1098513","-5.1981855",""
"Sélilékaha","","","","9.1092157","-5.2493513",""
"Kpakounakaha","","","","9.2125405","-5.1683217",""
"Sucaf Ci Village 3","","","","9.3022434","-5.2776298",""
"Sucaf Ci Village 2","","","","9.2938764","-5.2748215",""
"Kationon 1","","","","8.1558438","-5.0928069",""
"Kationon 1","","","","8.1700323","-5.1007891",""
"Tédiala-Noumousso","","","","8.5201753","-4.2944205",""
"Soungbonon-Dioulasso","","","","8.5190188","-4.5343924",""
"Kassanblé","","","","8.6468241","-4.5882189",""
"Tagbonon Noumousso","","","","8.4156165","-4.4227052",""
"Bikaye","","","","9.6294459","-3.7872377",""
"Zepo","","","","9.6934031","-3.8473343",""
"Togolokaye","","","","9.778697","-3.8255982",""
"Hoyalê","","","","9.7466123","-3.8630375",""
"Koroba","","","","9.7409663","-3.9304114",""
"Dantou","","","","9.8773011","-3.887089",""
"Nami-bourié","","","","9.6850783","-3.4831151",""
"Tchorodouo 2","","","","9.6077509","-3.4557115",""
"Binekoye","","","","9.6574394","-3.5156798",""
"Bidigue-waragô","","","","9.6278668","-3.4611604",""
"Manakô","","","","9.6042051","-3.4862069",""
"Diterè-binik","","","","9.6449907","-3.5075378",""
"Gouatoulo","","","","8.1270616","-7.8108716",""
"Mandougou","","","","8.1622371","-7.8043699",""
"Gouan","","","","8.1593697","-7.7448785",""
"Kountiguisso","","","","8.5167799","-7.3742938",""
"Massadougou","","","","9.6242759","-7.5692368",""
"Samankoungolo","","","","9.5042809","-7.4600601",""
"Massadougou","","","","9.1026582","-7.3745298",""
"Nafana-Sienso","","","","9.2602579","-7.4357271",""
"Sanankoroba","","","","8.8488229","-7.2687328",""
"Mamouroudougou","","","","8.7199065","-7.3441887",""
"Kona","","","","8.8649839","-7.4155837",""
"Moya 2","","","","8.916966","-7.4208999",""
"Badjouala","","","","8.9327001","-7.5361222",""
"Kahanlo","","","","9.0086054","-7.4977827",""
"Kémissiga","","","","10.2802533","-7.5328124",""
"M'Bana","","","","10.268852","-7.4971175",""
"Missamahana","","","","10.3057148","-7.4173379",""
"Madina","","","","10.2745369","-7.7422392",""
"Sokoro","","","","10.2092628","-7.8212357",""
"Somolou","","","","10.112454","-7.9999888",""
"Djonrozo","","","","10.1163435","-7.9735771",""
"Gouenzou","","","","10.1075849","-7.8379083",""
"Fanfala","","","","10.2435353","-6.8780422",""
"Mafindougou","","","","10.2305806","-6.9391859",""
"Missiridougou","","","","10.2486875","-6.9380164",""
"Zambla","","","","10.2474417","-6.9781852",""
"Gbéguéni","","","","10.3431855","-6.7941856",""
"Mahandiana-Sobala","","","","10.2489409","-6.6892147",""
"Mahandiana-Sokourani","","","","10.246766","-6.6752243",""
"Lélé","","","","10.373982","-7.639575",""
"Sanzanou","","","","10.344737","-7.6781237",""
"Tiéfenzo","","","","10.3988028","-7.4822474",""
"Kimbirila-Nord","","","","10.3570538","-7.5173736",""
"Tienni","","","","10.1452479","-6.9866395",""
"Kamélézo","","","","9.9956048","-7.1107829",""
"Niarala","","","","9.9882931","-7.1514559",""
"Sokouraba","","","","10.1143025","-7.0592738",""
"Touroudio","","","","10.2296621","-7.1611119",""
"Tahara","","","","10.1550273","-7.1236682",""
"Kouroulingué","","","","10.1695586","-7.2896004",""
"Kohoma","","","","10.0878539","-7.2497321",""
"Dognéindougou","","","","9.592287","-7.0432234",""
"Sirédéni","","","","9.1496807","-6.9185114",""
"Siola","","","","9.8618226","-7.4510479",""
"Douké","","","","4.4593735","-7.3003293",""
"Hiépodioké","","","","4.4448476","-7.3325157",""
"Gliké V3","","","","4.5143934","-7.3403049",""
"Ouesséké","","","","4.5128319","-7.2772193",""
"Gbapé","","","","4.7168636","-7.5350869",""
"Podoué","","","","4.8118813","-7.5369215",""
"Néka V1","","","","5.232888","-7.3661185",""
"Djawédi","","","","5.40255","-7.3185683",""
"Mahino 1","","","","5.1138129","-7.4137116",""
"Gnanto","","","","4.4222026","-7.5456226",""
"Niplou","","","","4.8005273","-7.3941958",""
"Tapéyo","","","","5.9171144","-6.592269",""
"Niapoyo 2","","","","5.9977969","-6.6458488",""
"Kopéragui","","","","5.7923271","-6.6621781",""
"Sayo","","","","5.8566027","-6.6374588",""
"Badayo","","","","5.8675742","-6.636343",""
"Logboayo","","","","5.8630704","-6.5879131",""
"Gripazo","","","","5.8298986","-6.5941787",""
"Galéa 1","","","","5.7686089","-6.621387",""
"Zergbeu","","","","5.9010639","-6.5925479",""
"Koréyo","","","","5.9246058","-6.5889216",""
"Dahili","","","","5.5017272","-6.784122",""
"Oupagui","","","","5.592602","-6.5923977",""
"Sipefci-Okrouyo","","","","5.8164927","-6.3854385",""
"V3 Sipetci Ottawa","","","","5.6506007","-6.2667561",""
"Tagboagui","","","","5.4982243","-6.4981449",""
"Yobouéagui","","","","5.3007071","-6.6487134",""
"Amoragui","","","","5.4016367","-6.651535",""
"Sakiaré","","","","5.3802366","-6.643467",""
"Kouadioagui","","","","5.3568542","-6.6444111",""
"Ahoutouagui","","","","5.3372631","-6.4707971",""
"Ourebabre","","","","5.9593939","-6.5506196",""
"Babayéroua","","","","5.8916512","-6.3751602",""
"Koméayo","","","","6.0226471","-6.390524",""
"Liliyo","","","","5.9964845","-6.3591743",""
"Yacolidabouo","","","","5.9612293","-6.5149355",""
"Lessiri","","","","5.9097295","-6.4891649",""
"Koziayo 2","","","","5.92785","-6.3406563",""
"Koziayo 1","","","","5.9363871","-6.3434029",""
"Koréguhé","","","","6.1734944","-6.663251",""
"Gabaguhé","","","","6.1943898","-6.5637732",""
"Gbaléville","","","","6.1444804","-6.4535237",""
"Séribouo","","","","6.1373973","-6.4393616",""
"Kipiri","","","","6.1319569","-6.5010525",""
"Bagoliéoua","","","","6.1724703","-6.5318656",""
"Gadago","","","","6.152694","-6.4390612",""
"Sarakagui","","","","5.8192892","-6.8037987",""
"Johin","","","","5.8031932","-6.7834354",""
"Amaragui","","","","5.8137176","-6.7150712",""
"Tiémé","","","","5.8126929","-6.726079",""
"Brouagui","","","","5.6508143","-6.8240547",""
"Hanassou","","","","5.6898897","-6.8233466",""
"Kanagui","","","","5.7176038","-6.8089915",""
"Djigbagui","","","","5.614523","-6.8747538",""
"Ziéagui","","","","5.5466431","-6.9216442",""
"Gnamangui","","","","5.7945047","-6.6807389",""
"Takoréagui","","","","5.7571657","-6.7895293",""
"Dafrahinou","","","","6.4368294","-7.0939708",""
"Koréahinou","","","","6.4789394","-7.1212435",""
"Niabayo","","","","5.0673666","-6.0941345",""
"Gnamienkro-Lohiri","","","","5.2192763","-5.9405565",""
"Boutoubré 2","","","","5.5086474","-6.4285899",""
"Kouaté","","","","5.5319705","-6.437645",""
"Boutoubré 1","","","","5.5239827","-6.4629221",""
"Tchemetché","","","","5.2683155","-6.0584665",""
"Sadiadougou","","","","5.0977835","-6.0394013",""
"Gboville","","","","5.1259629","-6.0530162",""
"Yao Appellakro","","","","5.1768152","-6.0874129",""
"Néro-Mère","","","","4.6631959","-6.9191122",""
"Gliké","","","","4.5451318","-7.1399546",""
"Héké 3","","","","4.6701786","-7.0977366",""
"SOGB","","","","4.6791929","-7.0871687",""
"Petit-Boua","","","","4.748347","-7.0265347",""
"Kako 3","","","","4.7439044","-7.0666874",""
"Karago","","","","5.0309794","-6.3521898",""
"Gléré","","","","5.0297503","-7.0608616",""
"Bangalidougou","","","","5.6271542","-6.0420943",""
"Zorouahio","","","","5.4760533","-6.038704",""
"Djégnadou","","","","5.4970496","-6.0427809",""
"Lakota carrefour","","","","5.6545511","-6.043725",""
"Bangalibougou","","","","5.6318735","-6.0417724",""
"Laouridou","","","","5.6172244","-6.0399056",""
"Bobouo 1","","","","5.593563","-6.03261",""
"Bakadou 2","","","","5.4167344","-6.0205722",""
"Bakadou I","","","","5.423207","-6.0207868",""
"Yatienso","","","","8.3963687","-7.4879819",""
"Kongorana","","","","8.264512","-7.2859258",""
"Bahadala","","","","8.103583","-7.2687382",""
"Bontoma","","","","8.1493865","-7.2825086",""
"Bonzo","","","","8.1607928","-7.2647739",""
"Gbéka","","","","8.1364187","-7.4440205",""
"Gomandougou","","","","8.4009963","-8.163625",""
"Kozéma","","","","8.2597182","-7.9088688",""
"Bassam","","","","8.0592297","-7.9558182",""
"Guê","","","","8.0919043","-7.9732204",""
"Sidougou-Ganhoué","","","","8.1771475","-7.8335738",""
"Tiékomandougou","","","","8.1670374","-7.8518558",""
"Férentélla","","","","8.2373995","-7.7975035",""
"Sougouékan","","","","8.0413191","-7.8074813",""
"Têko","","","","8.0993609","-7.7592015",""
"Sinigoro","","","","8.0741651","-7.7778053",""
"Vakorodougou","","","","8.8288233","-7.534647",""
"Assié-Orié","","","","6.2063465","-3.5986233",""
"Abradine 2","","","","6.1997762","-3.6062837",""
"Ahuikoi","","","","6.1662623","-3.7193227",""
"Kong 2","","","","6.1244257","-3.637805",""
"Kong 1","","","","6.1160195","-3.6496497",""
"Soribadougou","","","","6.5478216","-3.7780309",""
"Kodjan","","","","6.4358805","-3.8696015",""
"Ségbévi","","","","6.0129163","-4.2914057",""
"Adornokro","","","","6.0736241","-4.3873215",""
"Attéhou","","","","5.6493409","-4.2541123",""
"Agouahin","","","","5.9768191","-4.1310525",""
"Kouamékro","","","","6.1912433","-4.4393134",""
"Donkoi","","","","5.6159645","-3.9523101",""
"Azaguié-Gare","","","","5.6457535","-4.0757776",""
"Ango","","","","5.9423629","-4.2363668",""
"Ananguié-Aukoho","","","","6.0606829","-4.4764969",""
"Djougbosso","","","","6.0604589","-3.8156462",""
"Kondinandouo","","","","8.7139255","-3.115627",""
"Tiboultedouo","","","","8.7049582","-3.0074733",""
"Dipetedouo","","","","8.8957629","-3.0138744",""
"Gborombiredouo","","","","8.712292","-3.120256",""
"Diwodouo","","","","8.7368208","-3.0264135",""
"Gnakaradouo","","","","9.180305","-3.1021105",""
"Tibodouo","","","","8.9459242","-2.9824952",""
"Kissoptedouo (tcharpo)","","","","8.833816","-3.0189374",""
"Djorbana","","","","8.5311247","-3.1206901",""
"Kpanidouo","","","","8.5394923","-3.1207613",""
"Todjiredouo","","","","8.8215661","-2.7635419",""
"Kpokpodouo","","","","9.0045642","-2.770728",""
"Kermatedouo","","","","8.8100063","-2.7674283",""
"Kontodouo","","","","8.986461","-2.7609513",""
"Bidjedouo","","","","8.8193691","-2.8942474",""
"Koulambonidouo","","","","8.7936148","-2.8174669",""
"Kissaredouo","","","","8.7903909","-2.8446565",""
"Nianda","","","","5.5229148","-3.6367321",""
"Monnèkoi","","","","5.5248957","-3.6920071",""
"Logouata","","","","6.4725858","-5.9668637",""
"Boboloua","","","","6.4333112","-6.0102511",""
"Bénoufla","","","","7.6104454","-6.2874413",""
"Dubasso","","","","7.5996195","-6.3024832",""
"Bita","","","","7.5995769","-6.3081051",""
"Bazra Gottron","","","","7.590447","-6.3740337",""
"Dèzra","","","","7.5451668","-6.3623071",""
"Dimata","","","","7.5307655","-6.3629723",""
"Trafla-Gottron","","","","7.5034719","-6.3761473",""
"Bandiahi","","","","7.5679059","-6.3663197",""
"Bérita","","","","6.6477277","-5.6068898",""
"Koadi","","","","6.7255556","-5.4840819",""
"Gonfla","","","","6.7239752","-5.4901612",""
"Séklénipla","","","","7.9812079","-5.7805254",""
"Souroukousso","","","","7.8024155","-5.8651544",""
"Bomassapla","","","","7.7757133","-5.8082486",""
"Sokoro","","","","7.8553046","-5.9260941",""
"Sayéta","","","","6.7863304","-6.0663414",""
"Dianoufla","","","","6.7996047","-6.0156155",""
"Bannonfla","","","","6.7523227","-6.1070252",""
"Bohitiéfla","","","","7.2204591","-5.8355428",""
"Baziafla","","","","7.1328419","-5.8268309",""
"Zoola","","","","7.1730706","-5.9229613",""
"Tangono Bouita","","","","6.9991006","-5.6310082",""
"Tenkodogo","","","","7.0527997","-5.7613796",""
"Liadjénoufla 2","","","","6.8104497","-5.7778645",""
"Bozi 2","","","","6.8790509","-5.6166316",""
"Sinfla","","","","6.8297954","-5.7288981",""
"Koubi","","","","7.0331118","-5.6349349",""
"Diallé","","","","7.0490199","-5.617962",""
"Saiminbo","","","","7.054727","-5.6101514",""
"Allahou-Bazi","","","","7.0345387","-5.5319167",""
"Ellibou","","","","5.689057","-4.5131493",""
"Badasso","","","","5.6821389","-4.5218182",""
"Niamoué","","","","5.8884069","-4.8257447",""
"Nanan Yassouakro","","","","5.9750158","-4.7968626",""
"Elosso","","","","5.7682246","-4.8105097",""
"Assinzè","","","","5.780735","-4.7982789",""
"Sokrogbo Carrefour","","","","5.9293226","-4.9622369",""
"Zougoussi","","","","6.2547251","-5.0436688",""
"Ahondo","","","","6.3071088","-5.151043",""
"Offa","","","","5.8848423","-4.6955395",""
"Ehuakré","","","","5.6086184","-4.8470736",""
"Akalékro","","","","5.6107432","-4.8253691",""
"Adoukro","","","","5.2727278","-4.2560542",""
"Gboyo","","","","5.2313281","-4.7865629",""
"Abraniamiambo","","","","5.2681446","-4.4514799",""
"Tiéviéssou Phci","","","","5.3140607","-4.8281586",""
"Palmci Dioulabougou","","","","5.2780589","-4.9879218",""
"Palmci Yocoboué","","","","5.2966476","-5.0051308",""
"Zagbalé bé","","","","5.1148174","-5.3128338",""
"Gbédjénou","","","","5.5741719","-4.9025631",""
"Tagbanasso","","","","5.6583733","-4.9364662",""
"Agnikro","","","","5.7169847","-4.8833371",""
